POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	-	31
1	3	+	38
2	3	+	39
3	3	+	35
4	5	-	31
5	6	+	29
6	7	-	71
7	9	-	37
8	10	-	29
9	12	-	29
10	13	-	57
11	13	-	59
12	13	-	61
13	15	-	34
14	16	+	53
15	16	+	55
16	17	+	39
17	18	+	81
18	18	+	83
19	18	+	85
20	18	+	87
21	18	+	89
22	30	-	41
23	18	+	91
24	18	+	93
25	19	-	33
26	19	-	35
27	23	+	55
28	24	-	78
29	24	-	80
30	24	-	81
31	24	-	71
32	25	-	69
33	25	-	71
34	25	-	73
35	25	-	75
36	26	+	43
37	26	+	45
38	27	-	43
39	27	-	52
40	27	-	53
41	28	+	37
42	29	-	33
43	32	+	19
44	33	+	87
45	33	+	89
46	33	+	91
47	34	+	25
48	35	-	53
49	35	-	55
50	36	-	110
51	36	-	91
52	36	-	93
53	37	+	61
54	37	+	63
55	4	-	43
56	4	-	45
57	39	-	21
58	40	-	45
59	40	-	47
60	42	+	159
61	42	+	161
62	42	+	163
63	42	+	165
64	42	+	167
65	42	+	169
66	42	+	183
67	42	+	173
68	43	-	37
69	44	-	47
70	45	+	45
71	46	+	51
72	46	+	53
73	46	+	55
74	48	+	55
75	48	+	57
76	48	+	59
77	49	-	87
