POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	-	23
1	3	+	23
2	3	+	25
3	5	-	25
4	6	+	21
5	7	-	53
6	9	-	25
7	10	-	21
8	12	-	23
9	13	-	39
10	13	-	41
11	13	-	43
12	15	-	19
13	16	+	34
14	16	+	35
15	17	+	31
16	18	+	45
17	18	+	47
18	18	+	49
19	18	+	58
20	30	-	31
21	18	+	53
22	18	+	55
23	19	-	21
24	19	-	23
25	23	+	47
26	24	-	47
27	24	-	49
28	25	-	45
29	25	-	47
30	25	-	49
31	25	-	51
32	26	+	23
33	26	+	25
34	26	+	31
35	27	-	33
36	27	-	35
37	28	+	29
38	29	-	21
39	32	+	15
40	33	+	71
41	33	+	73
42	33	+	75
43	34	+	19
44	35	-	35
45	35	-	37
46	36	-	67
47	36	-	69
48	36	-	71
49	37	+	43
50	37	+	47
51	38	-	31
52	4	-	30
53	4	-	29
54	39	-	15
55	40	-	31
56	40	-	33
57	41	-	31
58	42	+	105
59	42	+	138
60	42	+	109
61	42	+	111
62	42	+	113
63	42	+	115
64	42	+	119
65	43	-	27
66	44	-	31
67	45	+	27
68	46	+	35
69	46	+	38
70	46	+	39
71	48	+	41
72	48	+	37
73	48	+	39
74	49	-	55
75	49	-	57
76	49	-	59
