POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	-	46
1	3	+	70
2	3	+	72
3	3	+	74
4	5	-	48
5	6	+	40
6	7	-	122
7	9	-	64
8	10	-	44
9	12	-	44
10	13	-	96
11	13	-	108
12	13	-	100
13	15	-	52
14	15	-	54
15	16	+	100
16	16	+	102
17	17	+	60
18	17	+	62
19	18	+	158
20	18	+	160
21	18	+	162
22	18	+	164
23	18	+	166
24	30	-	70
25	30	-	72
26	50	-	44
27	18	+	193
28	18	+	173
29	18	+	170
30	19	-	54
31	19	-	56
32	19	-	58
33	23	+	120
34	41	-	69
35	24	-	136
36	24	-	138
37	24	-	140
38	24	-	142
39	24	-	144
40	25	-	112
41	25	-	114
42	25	-	116
43	25	-	118
44	26	+	70
45	26	+	72
46	27	-	76
47	27	-	78
48	27	-	80
49	28	+	88
50	29	-	44
51	32	+	24
52	33	+	146
53	33	+	148
54	34	+	40
55	35	-	92
56	35	-	94
57	36	-	168
58	36	-	170
59	37	+	104
60	37	+	106
61	4	-	76
62	39	-	36
63	40	-	94
64	40	-	96
65	42	+	276
66	42	+	278
67	42	+	280
68	42	+	282
69	42	+	284
70	42	+	286
71	42	+	288
72	42	+	290
73	42	+	292
74	42	+	294
75	42	+	296
76	44	-	72
77	45	+	74
78	46	+	88
79	46	+	90
80	46	+	92
81	48	+	106
82	48	+	108
83	48	+	110
84	49	-	139
