POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	-	27
1	3	+	54
2	3	+	55
3	3	+	53
4	5	-	40
5	6	+	34
6	7	-	69
7	9	-	62
8	9	-	63
9	10	-	25
10	12	-	27
11	13	-	51
12	13	-	53
13	13	-	55
14	15	-	23
15	16	+	68
16	16	+	69
17	16	+	49
18	17	+	37
19	18	+	65
20	18	+	137
21	18	+	77
22	18	+	71
23	30	-	56
24	30	-	57
25	18	+	119
26	18	+	75
27	19	-	31
28	23	+	51
29	24	-	63
30	24	-	135
31	25	-	96
32	25	-	97
33	25	-	65
34	25	-	67
35	26	+	56
36	26	+	39
37	27	-	47
38	28	+	54
39	28	+	55
40	28	+	53
41	29	-	29
42	32	+	17
43	33	+	81
44	33	+	144
45	33	+	85
46	34	+	34
47	35	-	45
48	35	-	47
49	36	-	79
50	36	-	133
51	36	-	139
52	36	-	85
53	37	+	57
54	37	+	90
55	37	+	91
56	38	-	35
57	4	-	40
58	4	-	41
59	4	-	74
60	4	-	75
61	39	-	19
62	40	-	79
63	40	-	80
64	40	-	81
65	41	-	41
66	42	+	141
67	42	+	143
68	42	+	145
69	42	+	147
70	42	+	185
71	42	+	151
72	42	+	220
73	42	+	233
74	43	-	56
75	43	-	57
76	44	-	35
77	45	+	60
78	46	+	45
79	46	+	69
80	48	+	86
81	48	+	104
82	48	+	105
83	48	+	70
84	48	+	71
85	48	+	67
86	48	+	98
87	48	+	99
88	49	-	112
89	49	-	113
90	49	-	120
91	49	-	121
