POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	+	24
1	1	+	46
2	1	+	47
3	2	-	40
4	3	+	38
5	3	+	40
6	4	+	22
7	5	-	22
8	7	-	26
9	9	+	158
10	9	+	160
11	9	+	162
12	9	+	164
13	9	+	166
14	9	+	168
15	10	+	52
16	10	+	54
17	13	-	24
18	14	+	42
19	14	+	44
20	16	+	96
21	16	+	98
22	16	+	100
23	16	+	150
24	16	+	151
25	18	-	24
26	19	-	56
27	19	-	58
28	20	+	122
29	20	+	124
30	20	+	126
31	20	+	128
32	21	-	34
33	22	+	24
34	23	-	96
35	23	-	98
36	23	-	100
37	23	-	138
38	23	-	139
39	23	-	104
40	24	-	50
41	24	-	52
42	24	-	54
43	24	-	56
44	26	-	90
45	26	-	92
46	26	-	94
47	26	-	96
48	27	+	72
49	27	+	74
50	27	+	76
51	28	-	38
52	30	+	118
53	30	+	120
54	30	+	122
55	30	+	124
56	30	+	126
57	30	+	128
58	31	+	70
59	31	+	72
60	31	+	74
61	31	+	76
62	32	+	30
63	33	-	62
64	33	-	64
65	34	+	64
66	35	+	58
67	35	+	60
68	36	-	56
69	36	-	120
70	36	-	121
71	37	-	60
72	37	-	62
73	38	-	46
74	39	-	106
75	39	-	118
76	39	-	119
77	40	+	70
78	40	+	132
79	40	+	133
80	40	+	74
81	40	+	76
82	41	+	32
83	42	-	60
84	42	-	62
85	42	-	64
86	42	-	66
87	42	-	68
88	45	-	46
89	46	-	46
90	46	-	48
91	49	+	90
92	49	+	91
93	49	+	66
94	50	-	28
